CustomerID,Age,Gender,Country,TenureMonths,MonthlySpend,SupportTickets,ContractType,PaymentMethod,Churn
1864,33,F,UK,58.0,116.59,2.0,,,Yes
1865,33,M,Australia,51.0,103.88,0.0,Yearly,Credit Card,Yes
1866,57,M,india,9.0,,0.0,,,Yes
1867,53,,india,22.0,67.74,2.0,Monthly,,No
1868,55,Female,Usa,59.0,84.48,2.0,,Credit Card,No
1869,21,,UK,18.0,71.35,0.0,Monthly,crypto,No
1870,49,Male,Canada,33.0,62.42,0.0,Monthly,Bank Transfer,No
1871,23,Male,Usa,16.0,89.87,2.0,,Credit Card,No
1872,66,Male,Canada,,77.19,6.0,monthly,,Yes
1873,unknown,F,Australia,58.0,55.37,0.0,,Credit Card,Yes
1874,24,F,Australia,56.0,99.42,3.0,monthly,Credit Card,No
1875,67,Female,Canada,43.0,2125.0,2.0,Yearly,crypto,No
1876,64,Female,Usa,12.0,39.83,1.0,,crypto,No
1877,52,M,,30.0,84.79,5.0,,PayPal,Yes
1878,47,Female,UK,48.0,2437.0,4.0,,,Yes
1879,51,F,USA,35.0,44.03,1.0,Yearly,Bank Transfer,Yes
1880,38,Female,Usa,29.0,131.29,1.0,,,Yes
1881,57,,Usa,26.0,74.94,6.0,Yearly,PayPal,No
1882,,Male,Australia,44.0,54.43,2.0,monthly,crypto,No
1883,36,Male,Canada,2.0,36.12,1.0,Yearly,Bank Transfer,Yes
1884,unknown,,Usa,12.0,99.65,1.0,,PayPal,No
1885,23,M,USA,19.0,1567.0,2.0,monthly,,No
1886,43,,Australia,13.0,68.52,1.0,Monthly,,Yes
1887,22,Male,USA,2.0,76.29,1.0,Yearly,,Yes
1888,,,Usa,38.0,119.44,2.0,monthly,Bank Transfer,No
1889,51,F,USA,33.0,63.03,5.0,Yearly,,No
1890,18,Male,india,14.0,96.18,4.0,,,Yes
1891,50,F,india,10.0,86.51,5.0,Yearly,,Yes
1892,unknown,,Australia,28.0,75.5,2.0,monthly,,No
1893,24,Male,india,13.0,37.01,2.0,Yearly,Bank Transfer,Yes
1894,43,Female,india,33.0,93.52,1.0,monthly,Credit Card,No
1895,58,,Canada,45.0,101.23,1.0,Yearly,,No
1896,50,,Usa,17.0,96.97,1.0,,,No
1897,41,,UK,9.0,66.95,1.0,,PayPal,No
1898,67,M,UK,48.0,129.47,1.0,Yearly,PayPal,No
1899,46,M,USA,24.0,98.79,0.0,Yearly,Credit Card,Yes
1900,34,,Australia,18.0,52.17,1.0,,Credit Card,No
1901,31,Male,,49.0,112.08,0.0,monthly,PayPal,Yes
1902,unknown,Male,india,18.0,160.34,1.0,,,No
1903,30,F,UK,15.0,81.94,1.0,Monthly,Credit Card,Yes
1904,36,F,UK,,75.71,3.0,monthly,,No
1905,19,F,Usa,33.0,103.61,4.0,Monthly,PayPal,Yes
1906,60,Male,india,49.0,68.21,6.0,Monthly,,Yes
1907,66,,UK,25.0,110.05,2.0,monthly,Bank Transfer,Yes
1908,46,M,Canada,39.0,119.76,,Yearly,,Yes
1909,43,,,14.0,37.8,2.0,monthly,PayPal,Yes
1910,20,F,Canada,52.0,9.05,4.0,monthly,PayPal,Yes
1911,31,,india,24.0,101.35,3.0,,,Yes
1912,57,Male,UK,2.0,4382.0,1.0,Monthly,Bank Transfer,No
1913,65,Female,Canada,2.0,76.93,1.0,,PayPal,Yes
1914,20,Female,USA,55.0,106.63,,,Bank Transfer,Yes
1915,23,Male,Australia,13.0,102.83,1.0,Monthly,PayPal,Yes
1916,,F,UK,52.0,91.37,3.0,monthly,crypto,No
1917,44,,Usa,,116.91,0.0,,PayPal,Yes
1918,,,Australia,7.0,70.13,1.0,Yearly,crypto,Yes
1919,40,F,UK,53.0,90.78,2.0,,,Yes
1920,34,M,Usa,26.0,77.21,4.0,,PayPal,No
1921,31,,,10.0,72.81,2.0,Monthly,PayPal,Yes
1922,58,,UK,10.0,61.75,2.0,,Credit Card,No
1923,,M,USA,42.0,90.89,1.0,monthly,crypto,No
1924,39,Male,Canada,57.0,82.31,1.0,Yearly,Credit Card,No
1925,68,Male,Canada,11.0,83.72,3.0,Yearly,PayPal,Yes
1926,28,,india,53.0,104.51,2.0,,PayPal,No
1927,31,F,USA,48.0,97.84,1.0,,,Yes
1928,38,F,USA,44.0,96.52,3.0,Monthly,crypto,Yes
1929,61,M,UK,22.0,74.16,2.0,,Bank Transfer,No
1930,34,F,Usa,51.0,76.82,0.0,monthly,Bank Transfer,No
1931,25,,UK,21.0,131.14,2.0,Monthly,,No
1932,41,,USA,33.0,57.19,0.0,,Credit Card,Yes
1933,49,Female,india,12.0,76.2,1.0,Monthly,Bank Transfer,No
1934,63,F,USA,57.0,50.45,0.0,,PayPal,No
1935,69,,Australia,40.0,85.96,1.0,,PayPal,No
1936,24,,USA,40.0,73.25,3.0,,crypto,Yes
1937,41,,Australia,8.0,54.73,0.0,,Credit Card,No
1938,61,F,india,53.0,86.52,5.0,,Bank Transfer,No
1939,36,F,Australia,18.0,70.2,3.0,monthly,,No
1940,18,,UK,12.0,106.21,2.0,monthly,Credit Card,Yes
1941,46,F,,3.0,79.09,3.0,Monthly,crypto,Yes
1942,28,,USA,44.0,76.87,1.0,Yearly,,No
1943,54,Female,Usa,7.0,,2.0,,Credit Card,No
1944,57,F,Canada,9.0,108.86,3.0,Monthly,PayPal,No
1945,67,,UK,15.0,72.89,3.0,,,No
1946,32,Male,USA,48.0,68.52,4.0,,Credit Card,No
1947,62,,USA,45.0,48.79,2.0,,PayPal,Yes
1948,33,Male,UK,30.0,67.78,1.0,,crypto,No
1949,,Female,india,44.0,124.14,3.0,,,Yes
1950,,Male,USA,,73.82,1.0,,Bank Transfer,No
1951,63,F,UK,34.0,102.81,5.0,Monthly,,No
1952,50,,UK,7.0,110.53,3.0,Yearly,,Yes
1953,22,,Canada,29.0,103.11,1.0,Monthly,crypto,Yes
1954,29,Male,india,54.0,116.36,2.0,Yearly,crypto,No
1955,52,Female,Canada,57.0,65.21,2.0,,Bank Transfer,Yes
1956,58,,USA,45.0,55.78,2.0,,Credit Card,Yes
1957,18,Female,USA,39.0,50.06,1.0,Monthly,crypto,Yes
1958,44,,USA,24.0,108.73,1.0,,PayPal,Yes
1959,55,,india,23.0,86.23,2.0,monthly,crypto,Yes
1960,24,Male,UK,23.0,71.55,3.0,Yearly,Bank Transfer,Yes
1961,41,Female,UK,49.0,82.95,4.0,Yearly,Credit Card,No
1962,47,F,Usa,44.0,128.57,4.0,monthly,PayPal,Yes
1963,38,M,Australia,56.0,75.36,3.0,Yearly,,No
1964,37,,Usa,15.0,63.67,3.0,Yearly,,No
1965,62,Male,Australia,18.0,107.94,1.0,monthly,,No
1966,37,M,Australia,52.0,114.25,0.0,monthly,PayPal,No
1967,49,Male,Usa,42.0,66.74,1.0,,Credit Card,No
1968,27,Female,USA,10.0,50.84,1.0,Monthly,,No
1969,26,M,UK,17.0,109.47,1.0,,Credit Card,Yes
1970,48,,Australia,52.0,,0.0,,Credit Card,No
1971,53,F,USA,50.0,138.03,0.0,Monthly,crypto,Yes
1972,31,M,Canada,56.0,75.2,2.0,,,Yes
1973,23,F,Australia,57.0,108.1,5.0,,Credit Card,Yes
1974,37,Female,USA,38.0,87.31,1.0,Monthly,PayPal,No
1975,50,Male,Usa,1.0,47.29,3.0,monthly,Credit Card,No
1976,42,F,Canada,45.0,28.85,1.0,monthly,PayPal,No
1977,38,,india,56.0,82.22,5.0,,PayPal,Yes
1978,19,Male,Canada,19.0,70.39,1.0,Yearly,,Yes
1979,53,Female,USA,19.0,80.74,3.0,monthly,PayPal,No
1980,34,F,Usa,39.0,44.72,4.0,monthly,crypto,No
1981,68,F,UK,24.0,69.94,4.0,,,Yes
1982,41,,USA,11.0,68.11,,,crypto,No
1983,41,Male,Canada,35.0,46.07,3.0,Monthly,crypto,No
1984,66,F,Usa,45.0,28.49,0.0,monthly,,No
1985,56,Male,Usa,22.0,80.97,4.0,,Bank Transfer,Yes
1986,46,Female,india,18.0,87.02,2.0,monthly,crypto,Yes
1987,55,,Canada,59.0,,2.0,,crypto,No
1988,68,Female,Canada,35.0,104.08,4.0,Monthly,,No
1989,31,M,USA,22.0,,1.0,,,Yes
1990,55,Male,USA,55.0,76.04,1.0,,,Yes
1991,29,Male,Canada,42.0,64.29,1.0,,Bank Transfer,No
1992,55,M,Canada,12.0,125.67,3.0,,crypto,Yes
1993,58,,USA,31.0,82.3,3.0,monthly,crypto,Yes
1994,67,F,Canada,38.0,128.2,2.0,Monthly,Bank Transfer,No
1995,20,Female,Canada,22.0,53.07,1.0,monthly,Bank Transfer,Yes
1996,,M,,29.0,116.2,1.0,monthly,Bank Transfer,Yes
1997,56,,UK,24.0,34.18,1.0,Yearly,Bank Transfer,No
1998,22,Male,Australia,32.0,50.78,3.0,monthly,Credit Card,No
1999,20,Male,Canada,4.0,101.1,1.0,,PayPal,Yes
2000,52,,UK,31.0,65.68,,monthly,PayPal,No
2001,63,Male,Canada,14.0,30.92,0.0,monthly,,Yes
2002,23,Female,Australia,17.0,63.29,3.0,,,Yes
2003,45,F,USA,43.0,60.2,2.0,monthly,crypto,No
2004,20,F,Australia,,114.21,2.0,Yearly,,No
2005,62,M,UK,35.0,154.97,2.0,,PayPal,No
2006,24,,Australia,53.0,138.45,1.0,Monthly,Bank Transfer,Yes
2007,28,,Canada,45.0,110.75,2.0,Monthly,,Yes
2008,49,F,UK,20.0,45.39,1.0,monthly,,Yes
2009,34,Female,USA,45.0,54.65,2.0,Yearly,PayPal,Yes
2010,23,F,Australia,38.0,97.74,0.0,Yearly,,No
2011,66,,india,29.0,,2.0,Yearly,PayPal,Yes
2012,67,,USA,47.0,101.48,0.0,Monthly,crypto,No
2013,54,M,Australia,30.0,63.53,,,crypto,Yes
2014,65,Female,Australia,44.0,,0.0,,,Yes
2015,52,F,india,34.0,93.16,3.0,monthly,crypto,Yes
2016,45,M,Australia,53.0,91.41,2.0,,,Yes
2017,43,,india,7.0,62.53,1.0,,,No
2018,55,,UK,5.0,84.38,2.0,monthly,PayPal,Yes
2019,26,,Australia,29.0,97.56,2.0,Monthly,Credit Card,Yes
2020,20,,,,89.63,0.0,Yearly,,Yes
2021,28,,Canada,27.0,75.06,1.0,Yearly,Credit Card,Yes
2022,55,Female,USA,46.0,102.57,2.0,,Credit Card,No
2023,18,,Usa,25.0,90.77,2.0,,Bank Transfer,No
2024,19,Female,,18.0,84.24,5.0,Monthly,PayPal,No
2025,53,Male,india,54.0,60.07,6.0,monthly,crypto,No
2026,43,M,USA,38.0,69.82,2.0,monthly,crypto,Yes
2027,33,,Australia,37.0,75.56,,,Bank Transfer,Yes
2028,30,Female,UK,56.0,79.86,4.0,Monthly,PayPal,No
2029,42,,Usa,11.0,91.12,2.0,,,Yes
2030,55,Female,Canada,21.0,101.6,0.0,monthly,crypto,No
2031,37,Female,USA,8.0,39.5,2.0,,crypto,Yes
2032,65,F,Usa,9.0,86.01,1.0,Monthly,,No
2033,37,Male,UK,45.0,70.42,1.0,,,Yes
2034,unknown,,UK,41.0,82.87,2.0,Monthly,Bank Transfer,No
2035,44,M,UK,24.0,62.2,2.0,monthly,,Yes
2036,45,M,,28.0,109.43,3.0,monthly,,Yes
2037,19,,india,25.0,113.95,2.0,,crypto,No
2038,59,,UK,52.0,41.22,3.0,Yearly,Credit Card,Yes
2039,35,F,USA,,44.55,4.0,monthly,Credit Card,Yes
2040,18,F,USA,17.0,65.72,3.0,Yearly,,No
2041,41,Male,india,22.0,77.92,1.0,monthly,Bank Transfer,Yes
2042,30,,Australia,1.0,99.95,2.0,Monthly,,No
2043,51,M,,11.0,57.05,4.0,,Bank Transfer,Yes
2044,28,Female,UK,18.0,30.04,3.0,Yearly,,No
2045,24,,Canada,32.0,71.25,4.0,,Credit Card,Yes
2046,52,M,,48.0,64.11,3.0,monthly,crypto,Yes
2047,68,Male,Canada,22.0,110.79,4.0,monthly,Bank Transfer,No
2048,69,,UK,53.0,41.83,1.0,Monthly,PayPal,No
2049,64,,UK,39.0,61.08,0.0,monthly,,Yes
2050,43,Male,india,21.0,92.69,1.0,monthly,,No
2051,66,M,UK,,-3.23,1.0,monthly,crypto,No
2052,31,Male,Canada,59.0,,0.0,monthly,,No
2053,68,,USA,20.0,101.65,1.0,Monthly,PayPal,No
2054,54,,,18.0,125.71,2.0,monthly,PayPal,No
2055,34,M,UK,58.0,39.01,3.0,,Bank Transfer,Yes
2056,26,M,Usa,49.0,76.99,3.0,Yearly,,Yes
2057,32,,Usa,6.0,78.28,1.0,Monthly,crypto,No
2058,46,F,Usa,4.0,49.83,2.0,Yearly,Credit Card,No
2059,68,F,Usa,50.0,90.8,,Yearly,Credit Card,Yes
2060,62,F,Australia,42.0,72.67,3.0,Monthly,Bank Transfer,No
2061,31,,USA,33.0,93.03,4.0,,,No
2062,48,Female,Usa,45.0,62.11,2.0,Monthly,PayPal,Yes
2063,47,,Australia,9.0,71.02,3.0,Monthly,PayPal,No
2064,30,,india,39.0,69.84,0.0,monthly,PayPal,Yes
2065,,,UK,44.0,74.84,2.0,monthly,Bank Transfer,Yes
2066,22,F,UK,58.0,84.76,3.0,Monthly,PayPal,No
2067,23,,,54.0,61.27,4.0,,PayPal,Yes
2068,60,M,UK,58.0,50.68,2.0,Yearly,crypto,No
2069,69,Male,Australia,46.0,105.09,2.0,monthly,,Yes
2070,60,,,30.0,42.4,5.0,,,Yes
2071,40,Male,Australia,27.0,80.67,0.0,,,Yes
2072,43,Female,UK,27.0,114.38,0.0,,PayPal,No
2073,56,M,UK,41.0,-5.13,1.0,Yearly,Credit Card,No
2074,50,Female,Usa,47.0,78.77,1.0,,PayPal,No
2075,59,Female,Canada,28.0,85.05,0.0,,,No
2076,66,Female,USA,26.0,125.16,0.0,,Bank Transfer,Yes
2077,60,F,Canada,23.0,98.46,0.0,,crypto,No
2078,35,M,india,50.0,82.09,1.0,monthly,Bank Transfer,No
2079,19,F,Australia,49.0,137.05,2.0,Monthly,Bank Transfer,No
2080,35,Female,india,27.0,103.83,0.0,monthly,PayPal,Yes
2081,46,F,USA,58.0,124.0,4.0,Monthly,,Yes
2082,39,Female,UK,51.0,70.54,0.0,Yearly,Bank Transfer,No
2083,30,Female,USA,21.0,51.77,2.0,,crypto,Yes
2084,32,Female,Usa,52.0,101.55,3.0,,,No
2085,23,M,,55.0,75.27,2.0,,Credit Card,Yes
2086,56,Female,USA,9.0,94.41,3.0,monthly,Bank Transfer,No
2087,46,M,Australia,18.0,48.35,0.0,monthly,crypto,Yes
2088,58,M,Australia,2.0,77.94,1.0,,,No
2089,28,,USA,55.0,,3.0,,Bank Transfer,No
2090,48,M,UK,42.0,73.89,0.0,,,Yes
2091,49,F,india,51.0,99.41,1.0,monthly,crypto,No
2092,55,Male,Canada,31.0,71.18,1.0,Yearly,,No
2093,42,,UK,48.0,88.13,0.0,Monthly,Credit Card,No
2094,20,Male,UK,54.0,50.21,4.0,Monthly,Credit Card,No
2095,61,,Australia,36.0,36.64,,Monthly,crypto,No
2096,34,M,india,59.0,94.7,3.0,monthly,,Yes
2097,28,M,india,5.0,96.43,0.0,Yearly,PayPal,No
2098,,Female,Australia,2.0,151.65,1.0,Monthly,,No
2099,45,F,india,31.0,115.53,1.0,Monthly,PayPal,No
2100,57,F,india,41.0,29.59,5.0,,,Yes
2101,49,,UK,26.0,111.64,1.0,,,No
2102,50,,india,1.0,84.04,1.0,,PayPal,Yes
2103,,Female,USA,35.0,76.44,1.0,Monthly,Bank Transfer,Yes
2104,39,,,39.0,103.05,5.0,Monthly,PayPal,No
2105,67,F,Canada,20.0,61.27,1.0,Yearly,PayPal,No
2106,29,,Australia,13.0,97.54,0.0,,,No
2107,67,F,,23.0,68.89,0.0,Yearly,crypto,No
2108,30,Male,UK,59.0,,0.0,Monthly,Bank Transfer,No
2109,unknown,M,USA,22.0,97.8,3.0,monthly,Bank Transfer,Yes
2110,21,,Australia,26.0,49.74,3.0,,Credit Card,Yes
2111,38,,UK,17.0,76.15,2.0,Monthly,Credit Card,No
2112,46,Male,,20.0,120.09,2.0,Monthly,Bank Transfer,No
2113,50,,Usa,39.0,91.4,6.0,Monthly,Credit Card,Yes
2114,51,,Canada,20.0,91.48,1.0,,crypto,Yes
2115,33,Male,Canada,26.0,81.38,1.0,Monthly,,No
2116,66,Female,Usa,16.0,102.04,,Yearly,Credit Card,Yes
2117,52,,UK,49.0,91.07,2.0,Yearly,Bank Transfer,Yes
2118,49,M,UK,41.0,26.25,1.0,Yearly,PayPal,No
2119,55,Male,Australia,3.0,79.4,2.0,Yearly,Credit Card,No
2120,54,,Australia,6.0,84.73,3.0,,,No
2121,48,M,UK,24.0,103.66,1.0,Yearly,crypto,Yes
2122,49,,Australia,17.0,32.5,0.0,monthly,Credit Card,Yes
2123,41,,USA,45.0,83.43,3.0,Monthly,crypto,No
2124,63,,Australia,18.0,79.6,1.0,,,No
2125,59,Female,,22.0,105.94,0.0,monthly,,No
2126,45,Female,Canada,35.0,112.94,3.0,,PayPal,Yes
2127,32,Male,USA,31.0,68.61,1.0,Yearly,crypto,Yes
2128,46,Female,Canada,50.0,61.87,3.0,Yearly,PayPal,No
2129,,Male,Australia,51.0,50.35,2.0,,crypto,Yes
2130,46,Female,Canada,11.0,63.14,4.0,,,No
2131,29,,Usa,3.0,94.38,0.0,Yearly,Bank Transfer,No
2132,31,,india,56.0,106.12,1.0,Yearly,Credit Card,Yes
2133,69,F,Usa,44.0,108.46,0.0,,Credit Card,No
2134,40,Female,Australia,13.0,37.64,2.0,Monthly,,No
2135,unknown,M,UK,51.0,72.84,1.0,,crypto,Yes
2136,48,,USA,34.0,85.54,2.0,,,No
2137,49,Male,,7.0,109.54,0.0,Monthly,PayPal,Yes
2138,31,,Canada,44.0,58.53,1.0,Monthly,crypto,No
2139,,F,Canada,38.0,72.68,3.0,monthly,Credit Card,No
2140,18,Male,Australia,18.0,67.26,0.0,Monthly,,No
2141,24,Male,UK,23.0,95.0,2.0,,,Yes
2142,69,,,29.0,79.09,4.0,Yearly,,Yes
2143,21,Male,Canada,27.0,103.82,,monthly,,Yes
2144,51,Male,,30.0,160.78,0.0,Yearly,,Yes
2145,54,F,Canada,34.0,104.81,2.0,,crypto,Yes
2146,56,F,UK,,81.46,1.0,,,No
2147,61,,Canada,31.0,13.28,2.0,,,No
2148,28,F,Australia,40.0,3290.0,2.0,Yearly,crypto,No
2149,59,,Australia,25.0,89.16,1.0,,,No
2150,36,,Canada,39.0,64.94,0.0,Yearly,,Yes
2151,21,F,,,49.78,0.0,Yearly,crypto,Yes
2152,45,Male,USA,21.0,77.83,1.0,Yearly,,No
2153,35,Female,Australia,11.0,110.78,1.0,monthly,,No
2154,23,F,Canada,43.0,101.65,6.0,monthly,Credit Card,No
2155,50,,USA,47.0,71.38,4.0,Monthly,,Yes
2156,69,Male,india,33.0,,0.0,Yearly,,No
2157,25,Male,Usa,57.0,74.79,0.0,Yearly,PayPal,No
2158,26,Female,Australia,56.0,47.69,3.0,Monthly,PayPal,No
2159,65,F,UK,8.0,111.08,0.0,,Bank Transfer,Yes
2160,52,Male,USA,49.0,87.06,1.0,,crypto,Yes
2161,51,,india,32.0,43.81,5.0,Monthly,crypto,No
2162,50,F,,49.0,96.95,1.0,,,No
2163,68,Female,,57.0,129.07,1.0,Yearly,Bank Transfer,No
2164,64,Female,,46.0,137.66,3.0,,,No
2165,42,M,Canada,11.0,60.29,1.0,monthly,,Yes
2166,43,M,USA,14.0,58.79,1.0,Yearly,,No
2167,47,M,UK,12.0,95.65,2.0,,Bank Transfer,Yes
2168,,M,UK,23.0,57.97,3.0,,crypto,No
2169,56,M,Usa,12.0,75.75,0.0,,,Yes
2170,56,F,Australia,,21.91,3.0,Yearly,PayPal,No
2171,42,Male,Usa,24.0,21.12,3.0,Monthly,,Yes
2172,44,Male,Australia,15.0,80.42,5.0,,,Yes
2173,30,,india,55.0,42.14,6.0,Yearly,PayPal,No
2174,52,M,india,47.0,145.55,2.0,Yearly,,No
2175,67,,,22.0,59.4,0.0,monthly,,Yes
2176,34,Male,Australia,52.0,104.84,3.0,,Credit Card,No
2177,40,F,,42.0,112.13,3.0,Monthly,Bank Transfer,No
2178,33,Female,Canada,17.0,88.93,0.0,,PayPal,No
2179,55,M,Usa,53.0,143.08,2.0,monthly,,No
2180,29,F,Usa,55.0,41.89,3.0,,PayPal,Yes
2181,49,Female,Canada,6.0,66.83,2.0,monthly,,Yes
2182,55,Female,UK,56.0,44.63,3.0,Yearly,Bank Transfer,No
2183,39,,Canada,31.0,73.41,5.0,monthly,PayPal,No
2184,26,,Canada,58.0,82.53,1.0,,Credit Card,No
2185,37,F,,51.0,47.92,1.0,monthly,Bank Transfer,No
2186,,F,Canada,11.0,46.79,2.0,,Bank Transfer,Yes
2187,66,,Australia,54.0,138.88,2.0,,,No
2188,42,,Australia,3.0,102.13,7.0,,Bank Transfer,Yes
2189,66,Male,Canada,36.0,47.78,2.0,,Bank Transfer,Yes
2190,23,M,india,59.0,141.59,5.0,Monthly,PayPal,Yes
2191,68,,Canada,19.0,99.33,1.0,Yearly,PayPal,No
2192,65,M,UK,18.0,117.7,1.0,Monthly,PayPal,Yes
2193,62,F,,10.0,79.15,2.0,Monthly,,No
2194,38,M,,37.0,73.78,1.0,Monthly,,Yes
2195,46,,UK,30.0,107.45,3.0,,,Yes
2196,52,F,,4.0,84.49,2.0,monthly,Credit Card,Yes
2197,33,,,33.0,82.93,,,Bank Transfer,Yes
2198,30,Male,UK,31.0,66.66,2.0,monthly,,No
2199,30,,Canada,37.0,63.26,1.0,Yearly,PayPal,No
2178,33,Female,Canada,17.0,88.93,0.0,,PayPal,No
1865,33,M,Australia,51.0,103.88,0.0,Yearly,Credit Card,Yes
1101,64,,Usa,23.0,109.15,3.0,,,Yes
1439,24,M,Canada,4.0,69.63,0.0,,Bank Transfer,No
1058,26,,UK,12.0,43.99,1.0,,crypto,No
2120,54,,Australia,6.0,84.73,3.0,,,No
1323,38,M,Usa,26.0,91.75,4.0,Monthly,PayPal,No
1974,37,Female,USA,38.0,87.31,1.0,Monthly,PayPal,No
1411,31,F,,30.0,70.9,1.0,,Credit Card,No
1855,41,Male,UK,52.0,8.08,0.0,Yearly,,Yes
1820,65,Female,Usa,20.0,48.73,2.0,Monthly,Credit Card,Yes
1044,52,,Australia,49.0,26.5,4.0,,,No
1049,46,M,,42.0,81.54,5.0,,,Yes
1849,51,F,Canada,28.0,75.44,2.0,,Bank Transfer,Yes
1240,49,,india,41.0,100.95,4.0,,,Yes
1170,39,Female,,43.0,48.67,6.0,,Credit Card,Yes
1523,62,,USA,,99.73,4.0,Monthly,Bank Transfer,No
1765,,Female,Canada,28.0,93.48,3.0,,PayPal,Yes
1838,54,Female,USA,42.0,80.01,2.0,monthly,PayPal,No
1423,58,M,USA,9.0,62.67,3.0,,Bank Transfer,No
1380,39,Female,Usa,48.0,73.97,3.0,monthly,crypto,Yes
1609,54,Female,Usa,19.0,92.44,2.0,monthly,Bank Transfer,No
1676,63,,Australia,19.0,47.35,0.0,,Credit Card,Yes
1344,39,F,USA,22.0,91.99,2.0,,,Yes
1109,23,Male,USA,1.0,40.95,3.0,,,No
1277,60,F,Canada,55.0,64.01,1.0,,crypto,No
1677,45,Male,Australia,1.0,41.62,0.0,,Credit Card,No
1570,50,,UK,57.0,72.61,1.0,,,Yes
1358,,,,45.0,96.6,2.0,monthly,PayPal,No
1598,26,Female,india,56.0,73.25,2.0,Yearly,crypto,No
1390,57,Female,UK,38.0,69.96,2.0,,Credit Card,No
1893,24,Male,india,13.0,37.01,2.0,Yearly,Bank Transfer,Yes
1692,47,,Canada,11.0,51.44,,Monthly,Credit Card,Yes
1727,34,F,Usa,56.0,54.96,1.0,,crypto,No
1362,32,F,USA,6.0,,2.0,monthly,,No
1596,30,Male,Australia,5.0,102.47,6.0,,Bank Transfer,Yes
1427,63,Female,Australia,23.0,45.04,2.0,Yearly,PayPal,Yes
1070,51,Male,Australia,51.0,61.33,5.0,monthly,,No
1321,44,Female,Canada,21.0,77.75,0.0,,Bank Transfer,Yes
1652,51,F,Australia,9.0,63.8,,Yearly,Bank Transfer,Yes
2065,,,UK,44.0,74.84,2.0,monthly,Bank Transfer,Yes
1107,42,Male,Usa,3.0,55.61,4.0,,,Yes
2108,30,Male,UK,59.0,,0.0,Monthly,Bank Transfer,No
1355,24,,,4.0,62.81,2.0,,crypto,Yes
1950,,Male,USA,,73.82,1.0,,Bank Transfer,No
1342,unknown,,UK,49.0,89.07,3.0,,,No
1354,57,Female,USA,39.0,115.0,0.0,Yearly,,No
1023,30,,Australia,41.0,54.15,1.0,Monthly,PayPal,Yes
1043,64,F,UK,33.0,92.4,2.0,Monthly,crypto,Yes
1243,36,M,Usa,55.0,66.19,3.0,,PayPal,Yes
